Gravité de l'accident;Type d'accident;Mois de l'accident;Genre de route;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Accident avec tués;Accident lors du changement de direction;Février;Route secondaire;0;0;0;1;0;0;0;0;0;1;0
Accident avec tués;Accident lors du changement de direction;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Février;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Mars;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Mars;Route principale;2;0;0;0;0;0;0;1;1;0;0
Accident avec tués;Accident lors du changement de direction;Mars;Route secondaire;1;0;0;0;0;0;0;0;0;0;1
Accident avec tués;Accident lors du changement de direction;Mars;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Mars;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Avril;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Avril;Route principale;5;2;0;1;1;0;1;2;0;0;0
Accident avec tués;Accident lors du changement de direction;Avril;Route secondaire;0;0;0;3;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Avril;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Avril;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Mai;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Mai;Route principale;1;2;1;0;1;0;0;1;1;0;1
Accident avec tués;Accident lors du changement de direction;Mai;Route secondaire;0;0;0;0;1;0;0;0;0;1;0
Accident avec tués;Accident lors du changement de direction;Mai;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Mai;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juin;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juin;Route principale;2;1;2;3;0;0;1;0;1;1;2
Accident avec tués;Accident lors du changement de direction;Juin;Route secondaire;1;0;2;0;1;0;1;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juin;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juin;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juillet;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juillet;Route principale;0;2;1;3;0;1;0;3;2;0;1
Accident avec tués;Accident lors du changement de direction;Juillet;Route secondaire;1;0;0;0;1;0;1;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juillet;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Juillet;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Août;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Août;Route principale;1;0;1;3;0;0;2;1;0;0;2
Accident avec tués;Accident lors du changement de direction;Août;Route secondaire;0;0;0;0;1;1;0;1;0;0;1
Accident avec tués;Accident lors du changement de direction;Août;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Août;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Septembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Septembre;Route principale;0;2;0;0;0;0;1;0;1;1;1
Accident avec tués;Accident lors du changement de direction;Septembre;Route secondaire;0;1;0;1;0;0;1;1;0;0;0
Accident avec tués;Accident lors du changement de direction;Septembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Septembre;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Octobre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Octobre;Route principale;0;0;0;1;2;0;1;1;0;2;1
Accident avec tués;Accident lors du changement de direction;Octobre;Route secondaire;0;0;1;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Octobre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Octobre;Autre;0;0;0;0;1;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Novembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Novembre;Route principale;2;0;2;0;2;0;1;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Novembre;Route secondaire;0;0;0;0;1;1;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Novembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Novembre;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Décembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Décembre;Route principale;1;0;0;0;0;0;0;1;0;1;0
Accident avec tués;Accident lors du changement de direction;Décembre;Route secondaire;1;0;0;0;0;1;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Décembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du changement de direction;Décembre;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Janvier;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Janvier;Route principale;0;1;1;1;0;0;1;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Janvier;Route secondaire;0;1;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Janvier;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Janvier;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Février;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Février;Route principale;1;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Février;Route secondaire;0;0;0;0;0;0;0;0;1;0;1
Accident avec tués;Accident lors du retour à droite;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Février;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mars;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mars;Route principale;2;0;0;1;1;1;0;1;1;0;0
Accident avec tués;Accident lors du retour à droite;Mars;Route secondaire;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mars;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mars;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Avril;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Avril;Route principale;0;0;0;2;0;0;1;1;1;0;0
Accident avec tués;Accident lors du retour à droite;Avril;Route secondaire;0;0;1;0;0;0;0;0;1;0;0
Accident avec tués;Accident lors du retour à droite;Avril;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Avril;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mai;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mai;Route principale;1;1;1;0;0;1;1;2;3;0;1
Accident avec tués;Accident lors du retour à droite;Mai;Route secondaire;0;2;0;1;0;0;0;0;1;2;0
Accident avec tués;Accident lors du retour à droite;Mai;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Mai;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juin;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juin;Route principale;0;1;1;0;0;0;0;0;0;2;0
Accident avec tués;Accident lors du retour à droite;Juin;Route secondaire;1;0;0;1;1;0;0;0;0;1;0
Accident avec tués;Accident lors du retour à droite;Juin;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juin;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juillet;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juillet;Route principale;0;0;1;1;1;0;1;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juillet;Route secondaire;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juillet;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Juillet;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Août;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Août;Route principale;1;0;1;0;1;1;2;1;1;0;1
Accident avec tués;Accident lors du retour à droite;Août;Route secondaire;1;0;0;0;1;0;1;1;0;1;0
Accident avec tués;Accident lors du retour à droite;Août;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Août;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Septembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Septembre;Route principale;0;0;1;0;2;0;0;0;1;0;0
Accident avec tués;Accident lors du retour à droite;Septembre;Route secondaire;0;0;0;0;1;2;2;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Septembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Septembre;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Octobre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Octobre;Route principale;2;0;0;0;2;0;1;1;0;0;2
Accident avec tués;Accident lors du retour à droite;Octobre;Route secondaire;0;0;0;0;1;0;0;0;1;0;0
Accident avec tués;Accident lors du retour à droite;Octobre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Octobre;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Novembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Novembre;Route principale;0;1;0;0;0;0;0;0;1;0;0
Accident avec tués;Accident lors du retour à droite;Novembre;Route secondaire;0;0;0;0;0;0;0;0;0;1;0
Accident avec tués;Accident lors du retour à droite;Novembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Novembre;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Décembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Décembre;Route principale;0;0;1;1;1;0;0;1;0;0;0
Accident avec tués;Accident lors du retour à droite;Décembre;Route secondaire;0;0;1;0;0;1;0;1;0;0;0
Accident avec tués;Accident lors du retour à droite;Décembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors du retour à droite;Décembre;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Janvier;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Janvier;Route principale;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Janvier;Route secondaire;0;0;0;0;1;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Janvier;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Janvier;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Février;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Février;Route principale;0;0;0;2;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Février;Route secondaire;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Février;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Mars;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Mars;Route principale;0;1;1;0;0;0;0;0;1;1;0
Accident avec tués;Accident lors d'une traversée d'une route;Mars;Route secondaire;0;0;0;1;0;0;0;0;0;0;1
Accident avec tués;Accident lors d'une traversée d'une route;Mars;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Mars;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Avril;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Avril;Route principale;0;1;0;0;1;1;1;0;1;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Avril;Route secondaire;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Avril;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Avril;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Mai;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Mai;Route principale;0;0;1;0;0;1;0;0;0;4;0
Accident avec tués;Accident lors d'une traversée d'une route;Mai;Route secondaire;0;1;1;0;0;2;0;0;1;1;1
Accident avec tués;Accident lors d'une traversée d'une route;Mai;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Mai;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juin;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juin;Route principale;1;1;0;0;0;0;0;0;1;1;1
Accident avec tués;Accident lors d'une traversée d'une route;Juin;Route secondaire;0;1;0;0;1;2;0;0;0;1;1
Accident avec tués;Accident lors d'une traversée d'une route;Juin;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juin;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juillet;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juillet;Route principale;0;0;0;0;1;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juillet;Route secondaire;0;0;0;1;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juillet;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Juillet;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Août;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Août;Route principale;1;1;0;0;0;1;0;0;1;0;0
Accident avec tués;Accident lors d'une traversée d'une route;Août;Route secondaire;1;1;1;0;0;1;0;1;0;0;0
